sheet,record,cell,action,field,before,after
Coverage,C00531,D534,Edited,Status,Gap,Not applicable
Coverage,C00531,E534,Edited,Finding,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction","Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
Coverage,C00532,D535,Edited,Status,Limited comparability,Not applicable
Coverage,C00532,E535,Edited,Finding,At least one observation lacks specimen or conditioning information; no family aggregation performed.,"Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
Coverage,C00664,D667,Edited,Status,Evidence recorded,Not applicable
Coverage,C00664,E667,Edited,Finding,Published nozzle and bed profile available; check other setup fields individually.,"Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00665,D668,Edited,Status,Evidence recorded,Not applicable
Coverage,C00665,E668,Edited,Finding,"See specimen, direction, moisture, preparation and standard before comparing.","Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00666,D669,Edited,Status,Evidence recorded,Not applicable
Coverage,C00666,E669,Edited,Finding,"HDT, Tg and Vicat are not continuous-service ratings.","Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00667,D670,Edited,Status,Evidence recorded,Not applicable
Coverage,C00667,E670,Edited,Finding,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.,"Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00668,D671,Edited,Status,Evidence recorded,Not applicable
Coverage,C00668,E671,Edited,Finding,Evidence-specific finishing and use notes. Missing individual methods are not inferred.,"Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00669,D672,Edited,Status,Gap,Not applicable
Coverage,C00669,E672,Edited,Finding,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.,"Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00670,D673,Edited,Status,Gap,Not applicable
Coverage,C00670,E673,Edited,Finding,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction","Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00671,D674,Edited,Status,Limited comparability,Not applicable
Coverage,C00671,E674,Edited,Finding,At least one observation lacks specimen or conditioning information; no family aggregation performed.,"Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00674,D677,Edited,Status,Evidence recorded,Not applicable
Coverage,C00674,E677,Edited,Finding,Published nozzle and bed profile available; check other setup fields individually.,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C00675,D678,Edited,Status,Evidence recorded,Not applicable
Coverage,C00675,E678,Edited,Finding,"See specimen, direction, moisture, preparation and standard before comparing.","Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C00676,D679,Edited,Status,Evidence recorded,Not applicable
Coverage,C00676,E679,Edited,Finding,"HDT, Tg and Vicat are not continuous-service ratings.","Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C00677,D680,Edited,Status,Gap,Not applicable
Coverage,C00677,E680,Edited,Finding,"No exposure, solubility or moisture record from this material's own sources. Records cited for its family are context, not evidence for this grade.","Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C00678,D681,Edited,Status,Evidence recorded,Not applicable
Coverage,C00678,E681,Edited,Finding,Evidence-specific finishing and use notes. Missing individual methods are not inferred.,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C00679,D682,Edited,Status,Gap,Not applicable
Coverage,C00679,E682,Edited,Finding,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C00680,D683,Edited,Status,Gap,Not applicable
Coverage,C00680,E683,Edited,Finding,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction","Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C00681,D684,Edited,Status,Limited comparability,Not applicable
Coverage,C00681,E684,Edited,Finding,At least one observation lacks specimen or conditioning information; no family aggregation performed.,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C00684,D687,Edited,Status,Evidence recorded,Not applicable
Coverage,C00684,E687,Edited,Finding,Published nozzle and bed profile available; check other setup fields individually.,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C00685,D688,Edited,Status,Evidence recorded,Not applicable
Coverage,C00685,E688,Edited,Finding,"See specimen, direction, moisture, preparation and standard before comparing.","Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C00686,D689,Edited,Status,Evidence recorded,Not applicable
Coverage,C00686,E689,Edited,Finding,"HDT, Tg and Vicat are not continuous-service ratings.","Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C00687,D690,Edited,Status,Evidence recorded,Not applicable
Coverage,C00687,E690,Edited,Finding,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C00688,D691,Edited,Status,Evidence recorded,Not applicable
Coverage,C00688,E691,Edited,Finding,Evidence-specific finishing and use notes. Missing individual methods are not inferred.,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C00689,D692,Edited,Status,Evidence recorded,Not applicable
Coverage,C00689,E692,Edited,Finding,"1 in-stock regular-price observation(s), before tax/shipping","Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C00690,D693,Edited,Status,Gap,Not applicable
Coverage,C00690,E693,Edited,Finding,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction","Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C00691,D694,Edited,Status,Limited comparability,Not applicable
Coverage,C00691,E694,Edited,Finding,At least one observation lacks specimen or conditioning information; no family aggregation performed.,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C01132,D1135,Edited,Status,Reviewed with limitations,Not applicable
Coverage,C01132,E1135,Edited,Finding,"BASF Ultrafuse TPC 45D lists build chamber temperature as ""-"". Recorded 2026-09-13 as no setpoint published: not zero and not ""not required"".","Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C01153,D1156,Edited,Status,Resolved,Not applicable
Coverage,C01153,E1156,Edited,Finding,"V000890: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13.","Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
Coverage,C01157,D1160,Edited,Status,Resolved,Not applicable
Coverage,C01157,E1160,Edited,Finding,"V001117: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13.","Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C01158,D1161,Edited,Status,Resolved,Not applicable
Coverage,C01158,E1161,Edited,Finding,"V001125: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13.","Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
Coverage,C01159,D1162,Edited,Status,Resolved,Not applicable
Coverage,C01159,E1162,Edited,Finding,"V001170: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13.","Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C01174,A1177:E1177,Added,,,
Coverage,C01175,A1178:E1178,Added,,,
Coverage,C01176,A1179:E1179,Added,,,
Coverage,C01177,A1180:E1180,Added,,,
Coverage,C01178,A1181:E1181,Added,,,
Coverage,C01179,A1182:E1182,Added,,,
Coverage,C01180,A1183:E1183,Added,,,
Coverage,C01181,A1184:E1184,Added,,,
Coverage,C01182,A1185:E1185,Added,,,
Coverage,C01183,A1186:E1186,Added,,,
Coverage,C01184,A1187:E1187,Added,,,
Coverage,C01185,A1188:E1188,Added,,,
Coverage,C01186,A1189:E1189,Added,,,
Coverage,C01187,A1190:E1190,Added,,,
Coverage,C01188,A1191:E1191,Added,,,
Method,Identity,A51:C51,Added,,,
