EvidenceID,MaterialID,GradeID,Domain,Topic,Finding,Exposure / conditions,Rating 1–5,RubricID,Evidence type,SourceID,Locator
Q00231,M070,G070-01,Flammability,Flammability,Flammable,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-ppa-cf-TDS,Flammability
Q00232,M070,G070-01,Post-processing,Test specimen preparation,All the specimens were not annealed before testing,TDS specimen conditioning. Do not confuse with a general annealing schedule.,Not published,Not applicable,Manufacturer statement,B-ppa-cf-TDS,Test specimen preparation
Q00233,M073,G073-01,Post-processing,Test specimen preparation,All the specimens were not annealed before testing,TDS specimen conditioning. Do not confuse with a general annealing schedule.,Not published,Not applicable,Manufacturer statement,B-pps-cf-TDS,Test specimen preparation
Q00234,M075,G075-01,Flammability,Flammability,Flammable,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pva-TDS,Flammability
Q00235,M078,G078-01,Flammability,Flammability,Flammable,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pla-petg-TDS,Flammability
Q00236,M079,G079-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-abs-TDS,Solubility
Q00237,M079,G079-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-abs-TDS,Resistance to Acid
Q00238,M079,G079-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-abs-TDS,Resistance to Alkali
Q00239,M079,G079-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-abs-TDS,Resistance to Organic Solvent
Q00240,M079,G079-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-abs-TDS,Resistance to Oil and Grease
Q00241,M079,G079-01,Flammability,Flammability,Flammable,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-abs-TDS,Flammability
Q00242,M094,G094-02,Chemical exposure,Effect of weak acids,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,Effect of weak acids
Q00243,M094,G094-02,Chemical exposure,Effect of strong acids,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,Effect of strong acids
Q00244,M094,G094-02,Chemical exposure,Effect of weak alkalis,Slight resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,Effect of weak alkalis
Q00245,M094,G094-02,Chemical exposure,Effect of strong alkalis,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,Effect of strong alkalis
Q00246,M094,G094-02,Chemical exposure,Effect of organic solvent,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,Effect of organic solvent
Q00247,M094,G094-02,Chemical exposure,Effect of oils and grease,No data available,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,Effect of oils and grease
Q00248,M095,G095-01,Chemical exposure,Effect of weak acids,Resistance,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-PBT-TDS-V5-1,Effect of weak acids
Q00249,M095,G095-01,Chemical exposure,Effect of strong acids,Resistance,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-PBT-TDS-V5-1,Effect of strong acids
Q00250,M095,G095-01,Chemical exposure,Effect of weak alkalis,Slight resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-PBT-TDS-V5-1,Effect of weak alkalis
Q00251,M095,G095-01,Chemical exposure,Effect of strong alkalis,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-PBT-TDS-V5-1,Effect of strong alkalis
Q00252,M095,G095-01,Chemical exposure,Effect of organic solvent,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-PBT-TDS-V5-1,Effect of organic solvent
Q00253,M095,G095-01,Chemical exposure,Effect of oils and grease,No data available,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,S-POLYCN-Polymaker-PC-PBT-TDS-V5-1,Effect of oils and grease
Q00254,M068,G068-01,Application,Industrial uses,"Automotive components, electronic housings, jigs and fixtures are manufacturer-proposed applications. No design allowable is supplied.",Exact PET-GF grade; product description,Not published,Not applicable,Manufacturer statement,D-FLASH-PETGF,Industrial uses
Q00255,M090,G090-01,Application,Application,Electrical/electronic components and wear-loaded parts are proposed; long-term load claims have no published creep curve.,Not published,Not published,Not applicable,Manufacturer statement,S-CPECF,Application
Q00256,M090,G090-01,Certification,Food contact,Manufacturer does not recommend food-contact use.,Not published,Not published,Not applicable,Manufacturer statement,S-CPECF,Food contact
Q00257,M090,G090-01,Chemical exposure,Chemical exposure,"Acids, alkalis and alcohols: good resistance at25°C. Water, acetone, oils, greases, car fluids and ozone: medium to low at25°C. Concentrations and durations not specified.",Not published,Not published,Not applicable,Manufacturer statement,S-CPECF,Chemical exposure
Q00258,M086,G086-01,Chemical exposure,Acetone,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Acetone
Q00259,M086,G086-01,Chemical exposure,Ethanol,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Ethanol
Q00260,M086,G086-01,Chemical exposure,Ethanol (60°C),No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Ethanol (60°C)
Q00261,M086,G086-01,Chemical exposure,Isopropanol,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Isopropanol
Q00262,M086,G086-01,Chemical exposure,Limonene,Little/no appearance change; slight mechanical-property decrease. Source rating +.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Limonene
Q00263,M086,G086-01,Chemical exposure,Methanol,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Methanol
Q00264,M086,G086-01,Chemical exposure,Methyl ethyl ketone,Little/no appearance change; slight mechanical-property decrease. Source rating +.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Methyl ethyl ketone
Q00265,M086,G086-01,Chemical exposure,Petroleum,Little/no appearance change; slight mechanical-property decrease. Source rating +.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Petroleum
Q00266,M086,G086-01,Chemical exposure,Propylene glycol,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Propylene glycol
Q00267,M086,G086-01,Chemical exposure,Acetic acid80%,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Acetic acid80%
Q00268,M086,G086-01,Chemical exposure,Nitric acid10%,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Nitric acid10%
Q00269,M086,G086-01,Chemical exposure,Phosphoric acid40%,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Phosphoric acid40%
Q00270,M086,G086-01,Chemical exposure,Sulfuric acid70%,No appearance change; mechanical properties retained. Source rating ++.,24h immersion; temperature unspecified except ethanol60°C. No numerical retention percentage.,Not published,Not applicable,Manufacturer statement,X-EVOLV3D-OBC-TDS,Sulfuric acid70%
Q00271,M001,Not applicable,Application,Best uses,Detailed display models and early prototypes; low-load indoor parts.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pla,Best uses
Q00272,M001,Not applicable,Limitations,Avoid when,"Repeated impact, outdoor exposure or elevated service temperature governs.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pla,Avoid when
Q00273,M001,Not applicable,Print quality,Difficulty,Low printing difficulty; limited warping and good small-feature reproduction.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pla,Difficulty
Q00274,M001,Not applicable,Post-processing,Sanding / bonding,Wet sanding reduces heat damage. Cyanoacrylate bonding is feasible; routine solvent smoothing is unsuitable.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pla,Sanding / bonding
Q00275,M001,Not applicable,Environmental,UV / heat,UV exposure and heat can degrade performance; unmodified PLA is not a weathering-grade default.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pla,UV / heat
Q00276,M001,Not applicable,Circularity,Disposal,Industrial compostability does not imply breakdown in home compost.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pla,Disposal
Q00277,M001,Not applicable,Certification,Food contact,Polymer-level food-contact statements do not certify a printed article or its cleanability.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pla,Food contact
Q00278,M020,Not applicable,Application,Best uses,"Holders, brackets and general functional parts; favourable interlayer bonding.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-petg,Best uses
Q00279,M020,Not applicable,Print quality,Finish / detail,Glossy appearance and low warping; fine detail and support release are less favourable than PLA.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-petg,Finish / detail
Q00280,M020,Not applicable,Post-processing,Support / adhesion,Use a release layer where recommended to protect smooth PEI. Strong self-support adhesion complicates removal.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-petg,Support / adhesion
Q00281,M020,Not applicable,Print quality,Cooling / stringing,Tune cooling and retraction for stringing and detail; cooling can trade against interlayer bonding.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-petg,Cooling / stringing
Q00282,M027,Not applicable,Application,Best uses,Economical technical housings and parts that benefit from acetone finishing.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-abs,Best uses
Q00283,M027,Not applicable,Environmental,UV,Long outdoor exposure can cause yellowing and embrittlement.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-abs,UV
Q00284,M027,Not applicable,Print quality,Warping / emissions,Large thermal gradients cause warping; heated enclosure and emission control matter.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-abs,Warping / emissions
Q00285,M027,Not applicable,Post-processing,Vapour smoothing,Acetone smoothing is possible; solvent handling and dimensional changes require control.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-abs,Vapour smoothing
Q00286,M031,Not applicable,Application,Best uses,"Weather-exposed covers, brackets and outdoor technical components.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-asa,Best uses
Q00287,M031,Not applicable,Environmental,UV / weather,Better UV durability than ABS; no universal outdoor service-life guarantee.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-asa,UV / weather
Q00288,M031,Not applicable,Print quality,Warping / detail,Enclosure helps warping; source describes good detail and little stringing.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-asa,Warping / detail
Q00289,M031,Not applicable,Post-processing,Machining / finishing,"Sanding, cutting and acetone bonding are feasible. Vapour smoothing rounds edges and loses detail.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-asa,Machining / finishing
Q00290,M035,Not applicable,Application,Best uses,Heat-resistant technical components requiring stiffness and mechanical durability.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polycarbonate-pc,Best uses
Q00291,M035,Not applicable,Environmental,Moisture,Pure PC is moisture-sensitive; modified grades can behave differently.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polycarbonate-pc,Moisture
Q00292,M035,Not applicable,Print quality,Warping / bed,"Warping increases with large, dense geometries. Confirm surface and glue-release requirements.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polycarbonate-pc,Warping / bed
Q00293,M035,Not applicable,Limitations,Grade distinction,PC blends are not equivalent to pure PC. Do not transfer a blend profile to another formulation.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polycarbonate-pc,Grade distinction
Q00294,M039,Not applicable,Application,Best uses,"Compliant pads, protective sleeves, seals and flexible components; geometry strongly affects compliance.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-flexible-materials,Best uses
Q00295,M039,Not applicable,Print quality,Feed / overhangs,Soft filament is difficult to feed; overhangs and bridges are weak points.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-flexible-materials,Feed / overhangs
Q00296,M039,Not applicable,Post-processing,Support removal,Self-supports can bond strongly and become difficult to remove.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-flexible-materials,Support removal
Q00297,M039,Not applicable,Environmental,Moisture,Dry before and during printing as required; wet filament degrades print quality.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-flexible-materials,Moisture
Q00298,M047,Not applicable,Application,Best uses,"Wear-resistant technical parts, resilient components and functional mechanisms.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polyamide-nylon,Best uses
Q00299,M047,Not applicable,Environmental,Moisture / dimensions,Moisture uptake affects printing and service behaviour; qualify at the intended conditioning state.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polyamide-nylon,Moisture / dimensions
Q00300,M047,Not applicable,Print quality,Warping,Unfilled nylon can warp substantially; filled grades require separate processing validation.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polyamide-nylon,Warping
Q00301,M089,Not applicable,Application,Best uses,Functional copolyester parts requiring chemical and mechanical durability.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-cpe,Best uses
Q00302,M089,Not applicable,Print quality,Bed / warping,Lower warping than ABS. Smooth PEI can need a release layer.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-cpe,Bed / warping
Q00303,M089,Not applicable,Environmental,Moisture,Hygroscopic; drying and storage remain important.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-cpe,Moisture
Q00304,M082,Not applicable,Application,Best uses,Low-density parts and chemically exposed prototypes; verify exact exposure.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polypropylene-pp,Best uses
Q00305,M082,Not applicable,Print quality,Warping / adhesion,"Unfilled PP has difficult bed adhesion and substantial warping, especially in large prints.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polypropylene-pp,Warping / adhesion
Q00306,M082,Not applicable,Limitations,Filled grades,"Fibre filling may reduce warping, but does not establish universal strength or fatigue improvement.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-polypropylene-pp,Filled grades
Q00307,M081,Not applicable,Support / solubility,Limonene support,HIPS dissolves in d-limonene. Long solvent exposure can also attack ABS/ASA models.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-hips,Limonene support
Q00308,M081,Not applicable,Application,Best uses,Support interfaces and low-cost styrenic prototypes after checking the model/solvent pair.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-hips,Best uses
Q00309,M081,Not applicable,Limitations,Support conflict,Do not assume the common ABS/HIPS pairing permits unlimited soaking; test short exposures and mechanical removal.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-hips,Support conflict
Q00310,M075,Not applicable,Support / solubility,Water removal,Water-soluble supports allow access to complex internal geometries.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-water-soluble-bvoh-pva,Water removal
Q00311,M075,Not applicable,Environmental,Moisture,Very hygroscopic; moisture control and drying are essential.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-water-soluble-bvoh-pva,Moisture
Q00312,M075,Not applicable,Limitations,Contamination,Residual model polymer can prevent complete dissolution. H2C route rules take precedence over generic printer advice.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-water-soluble-bvoh-pva,Contamination
Q00313,M093,Not applicable,Application,Best uses,"Decorative translucent pieces, vases and lampshades.","Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pvb,Best uses
Q00314,M093,Not applicable,Post-processing,Smoothing,Alcohol-based smoothing is possible; validate dimensional loss and solvent handling.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pvb,Smoothing
Q00315,M093,Not applicable,Environmental,Moisture,Highly moisture-sensitive filament; keep dry.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-pvb,Moisture
Q00316,M092,Not applicable,Application,Best uses,General copolyester functional parts and decorative translucent items.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-ngen,Best uses
Q00317,M092,Not applicable,Print quality,Bed,Use a suitable sheet or separation layer; do not equate filament diameter tolerance with part accuracy.,"Family-level printer guidance, not a grade-specific measured property.",Not published,Not applicable,Manufacturer statement,PR-ngen,Bed
Q00318,M001,Not applicable,Creep,Shared selection principle,"Short-term modulus is not a long-term design modulus. Use time-, temperature- and stress-dependent creep or relaxation data for the intended fabrication and conditioning state.",Applies to all polymer entries; qualitative design context only.,Not published,Not applicable,Selection interpretation,LOCAL-CREEP,Shared selection principle
Q00319,M019,Not applicable,Fatigue,Shared reinforced-polymer principle,"Fibre reinforcement does not guarantee improved fatigue life. Matrix damage, fibre alignment, moisture and cyclic heating can govern endurance.",Applies to reinforced entries; not an FDM fatigue allowable.,Not published,Not applicable,Selection interpretation,LOCAL-FATIGUE,Shared reinforced-polymer principle
Q00320,M001,Not applicable,Safety,Shared emissions precaution,Material extrusion can release particles and volatile compounds. Assess ventilation and source capture; low odour does not establish low exposure. Protect against hot surfaces and machining dust.,All entries. Consult the exact grade SDS and workplace assessment.,Not published,Not applicable,Manufacturer statement,NIOSH-2019,Shared emissions precaution
Q00321,M087,G087-01,Application,Application,Low-friction gears and snap-fits are proposed applications.,Not published,Not published,Not applicable,Manufacturer statement,S-POM,Application
Q00322,M087,G087-01,Environmental,Environmental,"Low moisture uptake, but poor weathering durability is stated.",Not published,Not published,Not applicable,Manufacturer statement,S-POM,Environmental
Q00323,M087,G087-01,Chemical exposure,Chemical exposure,"Dilute acids above pH 4, dilute bases, oils and alcohols are described as resistant; concentrated acids, hydrofluoric acid and oxidizers are not. Exposure duration and temperature are unspecified.",Not published,Not published,Not applicable,Manufacturer statement,S-POM,Chemical exposure
Q00324,M052,G052-01,Environmental,Environmental,Manufacturer describes lower water uptake than PA6 and good dimensional stability.,Not published,Not published,Not applicable,Manufacturer statement,S-PA12,Environmental
Q00325,M052,G052-01,Chemical exposure,Chemical exposure,"Resistance to ethers, esters and many bases is claimed without exposure conditions.",Not published,Not published,Not applicable,Manufacturer statement,S-PA12,Chemical exposure
Q00326,M052,G052-01,Application,Application,"Unfilled, resilient nylon parts when fibre reinforcement is unnecessary.",Not published,Not published,Not applicable,Manufacturer statement,S-PA12,Application
Q00327,M069,G069-01,Application,Application,Heat- and moisture-exposed insulating or wear components are proposed.,Not published,Not published,Not applicable,Manufacturer statement,S-PPA-TDS,Application
Q00328,M069,G069-01,Post-processing,Post-processing,"Long-term heat claim of 120°C is tied to annealing, not a universal as-printed limit.",Not published,Not published,Not applicable,Manufacturer statement,S-PPA-TDS,Post-processing
Q00329,M071,G071-01,Application,Application,"Insulating parts for machinery, electronics and automotive temperature exposure.",Not published,Not published,Not applicable,Manufacturer statement,D-IPCON-PPA,Application
Q00330,M071,G071-01,Creep,Creep,Creep resistance is qualitative; no creep curve or specified long-term allowable supplied.,Not published,Not published,Not applicable,Manufacturer statement,D-IPCON-PPA,Creep
Q00331,M038,G038-01,Environmental,Environmental,Store sealed; source specifies drying at 90-100°C for 6-8 h when wet.,Not published,Not published,Not applicable,Manufacturer statement,S-PCGF-TDS-1,Environmental
Q00332,M038,G038-01,Print quality,Print quality,"Hardened nozzle recommended. Reduced warping is a vendor claim, not a calibrated part tolerance.",Not published,Not published,Not applicable,Manufacturer statement,S-PCGF-TDS-1,Print quality
Q00333,M066,G066-01,Application,Application,Detailed functional prints and high surface quality are intended uses.,Not published,Not published,Not applicable,Manufacturer statement,S-PET-TDS,Application
Q00334,M066,G066-01,Print quality,Print quality,Spool-specific filament certificate does not certify the printed part tolerance.,Not published,Not published,Not applicable,Manufacturer statement,S-PET-TDS,Print quality
Q00335,M097,G097-01,Application,Industrial use,Industrial heat-resistant technical parts; printer and end-use qualification required. This entry remains excluded from H2C printing.,"Manufacturer high-temperature grade, not H2C validation.",Not published,Not applicable,Manufacturer statement,XP-thermax-peek-1,Industrial use
Q00336,M097,G097-01,Environmental,Hydrolysis / dimensional stability,Manufacturer describes hydrolytic stability and dimensional retention; no universal lifetime or sustained-load allowable is established.,"Product qualitative claims; verify medium, temperature, load and duration.",Not published,Not applicable,Manufacturer statement,XP-thermax-peek-1,Hydrolysis / dimensional stability
Q00337,M098,G098-01,Application,Industrial use,Industrial heat-resistant technical parts; printer and end-use qualification required. This entry remains excluded from H2C printing.,"Manufacturer high-temperature grade, not H2C validation.",Not published,Not applicable,Manufacturer statement,XP-pekk-a,Industrial use
Q00338,M099,G099-01,Application,Industrial use,Industrial heat-resistant technical parts; printer and end-use qualification required. This entry remains excluded from H2C printing.,"Manufacturer high-temperature grade, not H2C validation.",Not published,Not applicable,Manufacturer statement,XP-thermax-pei-1010,Industrial use
Q00339,M099,G099-01,Environmental,Hydrolysis / dimensional stability,Manufacturer describes hydrolytic stability and dimensional retention; no universal lifetime or sustained-load allowable is established.,"Product qualitative claims; verify medium, temperature, load and duration.",Not published,Not applicable,Manufacturer statement,XP-thermax-pei-1010,Hydrolysis / dimensional stability
Q00340,M100,G100-01,Application,Industrial use,Industrial heat-resistant technical parts; printer and end-use qualification required. This entry remains excluded from H2C printing.,"Manufacturer high-temperature grade, not H2C validation.",Not published,Not applicable,Manufacturer statement,XP-thermax-psu-1,Industrial use
Q00341,M100,G100-01,Environmental,Hydrolysis / dimensional stability,Manufacturer describes hydrolytic stability and dimensional retention; no universal lifetime or sustained-load allowable is established.,"Product qualitative claims; verify medium, temperature, load and duration.",Not published,Not applicable,Manufacturer statement,XP-thermax-psu-1,Hydrolysis / dimensional stability
Q00342,M101,G101-01,Application,Industrial use,Industrial heat-resistant technical parts; printer and end-use qualification required. This entry remains excluded from H2C printing.,"Manufacturer high-temperature grade, not H2C validation.",Not published,Not applicable,Manufacturer statement,S-PES,Industrial use
Q00343,M102,G102-01,Application,Industrial use,Industrial heat-resistant technical parts; printer and end-use qualification required. This entry remains excluded from H2C printing.,"Manufacturer high-temperature grade, not H2C validation.",Not published,Not applicable,Manufacturer statement,XP-thermax-ppsu-1,Industrial use
Q00344,M102,G102-01,Environmental,Hydrolysis / dimensional stability,Manufacturer describes hydrolytic stability and dimensional retention; no universal lifetime or sustained-load allowable is established.,"Product qualitative claims; verify medium, temperature, load and duration.",Not published,Not applicable,Manufacturer statement,XP-thermax-ppsu-1,Hydrolysis / dimensional stability
Q00345,M031,G031-R1,Fatigue,S–N evidence,"Grade-specific fatigue observations are recorded in Properties. They use a Fortus 450, XY raster and room-temperature loading; they are not transferable to Bambu grades without validation.","Tables 5-8; 10 Hz, R=0.05, 1,000,000-cycle run-out.",Not published,Not applicable,Published observation,P-FATIGUE,S–N evidence
Q00346,M035,G035-R1,Fatigue,S–N evidence,"Grade-specific fatigue observations are recorded in Properties. They use a Fortus 450, XY raster and room-temperature loading; they are not transferable to Bambu grades without validation.","Tables 5-8; 10 Hz, R=0.05, 1,000,000-cycle run-out.",Not published,Not applicable,Published observation,P-FATIGUE,S–N evidence
Q00347,M052,G052-R1,Fatigue,S–N evidence,"Grade-specific fatigue observations are recorded in Properties. They use a Fortus 450, XY raster and room-temperature loading; they are not transferable to Bambu grades without validation.","Tables 5-8; 10 Hz, R=0.05, 1,000,000-cycle run-out.",Not published,Not applicable,Published observation,P-FATIGUE,S–N evidence
Q00348,M094,G094-R1,Fatigue,S–N evidence,"Grade-specific fatigue observations are recorded in Properties. They use a Fortus 450, XY raster and room-temperature loading; they are not transferable to Bambu grades without validation.","Tables 5-8; 10 Hz, R=0.05, 1,000,000-cycle run-out.",Not published,Not applicable,Published observation,P-FATIGUE,S–N evidence
Q00349,M027,Not applicable,Chemical exposure,Mineral oil and cyclic loading,Original study examines mineral-oil exposure coupled with low-cycle loading. The exposure and loading protocol must be matched; a generic oil-resistance label is insufficient.,Study-specific printed specimens; do not transfer a global chemical-resistance rating.,Not published,Not applicable,Published observation,P-CHEM,Mineral oil and cyclic loading
