Table,Record,Migration,Where
coverage,C00960,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00961,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00962,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00967,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00968,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00976,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00977,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00985,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00986,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00987,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00988,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00989,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00990,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00995,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00996,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00997,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00998,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C00999,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01000,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01005,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01006,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01007,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01008,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01009,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01010,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01015,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01016,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01017,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01018,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01019,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01026,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01027,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01028,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01029,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01030,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01031,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01037,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01038,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01039,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01040,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01041,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01048,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01049,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01050,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01051,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01052,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01053,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01059,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01060,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01061,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01062,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01063,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01064,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01070,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01071,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01072,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01073,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01074,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01081,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01082,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01083,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01084,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01085,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01086,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01190,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01191,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01193,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
coverage,C01194,m48,docs/audits/2026-09-17-model-freeze/coverage-evidence-recorded.csv; the build derives this pair from the material's own records
