sheet,row,record,column,class,workbook,displayed,now,note
Properties,1213,V001210,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1214,V001211,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1215,V001212,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1216,V001213,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1217,V001214,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1218,V001215,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1219,V001216,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1220,V001217,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1221,V001218,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1222,V001219,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1223,V001220,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1224,V001221,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1225,V001222,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1226,V001223,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1227,V001224,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1228,V001225,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1229,V001226,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1230,V001227,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1231,V001228,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1232,V001229,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
Properties,1233,V001230,Specimen / print parameters,text cleanup (m07),"Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Inﬁll 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0","Printing temperature 300 °C Infill 100% Bed temperature 50 °C Shell 2 Top & bottom layer 3 Cooling fan OFF(X-Y), 80%(Z) FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150. 00 80.00 80. 00 114.00 60. 0",
