check,level,severity,materialId,material,gradeId,measurementIds,property,value,expected,sourceId,locator,detail
D1-explore-kept-envelope-fails,screening,medium,M082,PP,G082-02,V001501,hdt045,92,"envelope 60-115 fails >= 306 (worst margin x2.66, 45 thresholds)",,,"known, load unstated; status INDETERMINATE; Published 92 °C, but the source states the standard without the load, so at 0.45 MPa it is 92 to 158 °C, which cannot meet this requirement"
D1-explore-kept-envelope-fails,screening,medium,M082,PP,G082-02,V001501,hdt045,92,"envelope 60-115 fails <= 39.2 (worst margin x1.53, 10 thresholds)",,,"known, load unstated; status INDETERMINATE; Published 92 °C, but the source states the standard without the load, so at 0.45 MPa it is 92 to 158 °C, which cannot meet this requirement"
D1-explore-kept-envelope-fails,screening,medium,M085,PE,G085-01,,tensileStrengthXY,est 26.5-58.9 pl 23.7-65.9 screen 23.7-65.9,"envelope 6.4-45.5 fails >= 65 (worst margin x1.43, 15 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 26.5 to 58.9 MPa (plausibly 23.7 to 65.9); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M085,PE,G085-01,,hdt045,est 55.1-117 pl 46-131 screen 46-131,"envelope 40-90 fails >= 130 (worst margin x1.44, 25 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 55.1 to 117 °C (plausibly 46 to 131); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M086,OBC,G086-01,,tensileModulusXY,est 0.0109-0.214 pl 0.00625-0.376 screen 0.00625-0.376,"envelope 0.002-0.15 fails >= 0.3 (worst margin x2, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 0.0109 to 0.214 GPa (plausibly 0.00625 to 0.376); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M087,POM / Acetal,G087-02,,hdt045,est 84.4-149 pl 53.2-163 screen 46.7-163,"envelope 90-170 fails <= 48 (worst margin x1.87, 33 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 84.4 to 149 °C would fail, but the family model alone (46.7 to 163 °C) could meet it, and this estimate class is not certified to scree"
D1-explore-kept-envelope-fails,screening,medium,M093,PVB,G093-01,,tensileModulusXY,est 1.2-3.03 pl 1-3.61 screen 1-3.61,"envelope 1-2.4 fails >= 3.6 (worst margin x1.5, 16 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.2 to 3.03 GPa (plausibly 1 to 3.61); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M093,PVB,G093-01,,tensileStrengthXY,est 51.8-75.3 pl 50.2-80 screen 50.2-80,"envelope 20-60 fails >= 80 (worst margin x1.33, 17 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 51.8 to 75.3 MPa (plausibly 50.2 to 80); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M008,PLA Silk,G008-01,,hdt045,est 51.5-64.3 pl 44.4-68.9 screen 44.4-68.9,"envelope 49-66 fails >= 67.3 (worst margin x1.02, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 51.5 to 64.3 °C (plausibly 44.4 to 68.9); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M008,PLA Silk,G008-01,,hdt045,est 51.5-64.3 pl 44.4-68.9 screen 44.4-68.9,"envelope 49-66 fails <= 45 (worst margin x1.09, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 51.5 to 64.3 °C (plausibly 44.4 to 68.9); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M021,PETG Basic,G021-01,V000431,tensileModulusXY,2.78,"envelope 1.1-2.6 fails >= 2.75 (worst margin x1.06, 3 thresholds)",,,"known; status PASS; Published 2.78 ± 0.065 GPa (XY); close to the limit: the threshold lies within the published spread, so some parts may fall below it"
D1-explore-kept-envelope-fails,screening,low,M025,PETG-GF,G025-02,,hdt045,est 64.1-81.4 pl 52.3-91.5 screen 52.3-91.5,"envelope 62-95 fails <= 53.9 (worst margin x1.15, 6 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 64.1 to 81.4 °C (plausibly 52.3 to 91.5); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M029,ABS-CF,G029-01,V000594,hdt045,76,"envelope 82-118 fails <= 76.4 (worst margin x1.07, 8 thresholds)",,,known; status PASS; Published 76 °C
D1-explore-kept-envelope-fails,screening,low,M033,ASA-CF,G033-01,V000653,density,1020,"envelope 1040-1250 fails <= 1020 (worst margin x1.02, 4 thresholds)",,,known; status PASS; Published 1020 kg/m³
D1-explore-kept-envelope-fails,screening,low,M038,PC-GF,G038-02,V001829,density,1176,"envelope 1240-1500 fails <= 1180 (worst margin x1.05, 12 thresholds)",,,known; status PASS; Published 1176 kg/m³
D1-explore-kept-envelope-fails,screening,low,M038,PC-GF,G038-02,V001835,tensileStrengthXY,36.1,"envelope 40-110 fails <= 39.2 (worst margin x1.02, 1 thresholds)",,,known; status PASS; Published 36.1 MPa (XY)
D1-explore-kept-envelope-fails,screening,low,M039,TPU,G039-01,,tensileStrengthXY,est 31.6-65.8 pl 30.1-73.7 screen 11.4-73.7,"envelope 5-65 fails >= 73.4 (worst margin x1.13, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 31.6 to 65.8 MPa (plausibly 30.1 to 73.7); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M046,TPC / TPEE,G046-01,,elongationXY,est 196-1030 pl 147-1370 screen 147-1370,"envelope 80-900 fails >= 1120 (worst margin x1.25, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 196 to 1030 % (plausibly 147 to 1370); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M049,PA6,G049-01,,tensileStrengthXY,est 48.9-108 pl 43.7-121 screen 43.7-121,"envelope 28-117 fails >= 120 (worst margin x1.03, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 48.9 to 108 MPa (plausibly 43.7 to 121); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M050,PA6-CF,G050-01,V000922,density,1090,"envelope 1120-1330 fails <= 1090 (worst margin x1.03, 7 thresholds)",,,known; status PASS; Published 1090 kg/m³
D1-explore-kept-envelope-fails,screening,low,M051,PA6-GF,G051-01,V000943,density,1140,"envelope 1160-1450 fails <= 1140 (worst margin x1.02, 6 thresholds)",,,known; status PASS; Published 1140 kg/m³
D1-explore-kept-envelope-fails,screening,low,M052,PA12,G052-01,,density,est 1000-1070 pl 975-1080 screen 975-1080,"envelope 990-1040 fails >= 1080 (worst margin x1.04, 8 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1000 to 1070 kg/m³ (plausibly 975 to 1080); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M052,PA12,G052-01,,density,est 1000-1070 pl 975-1080 screen 975-1080,"envelope 990-1040 fails <= 979 (worst margin x1.01, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1000 to 1070 kg/m³ (plausibly 975 to 1080); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M052,PA12,G052-01,,hdt045,est 87.1-110 pl 85-133 screen 49.5-146,"envelope 60-165 fails <= 50 (worst margin x1.2, 4 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 87.1 to 110 °C would fail, but the family model alone (49.5 to 146 °C) could meet it, and this estimate class is not certified to scree"
D1-explore-kept-envelope-fails,screening,low,M054,PA12-GF,G054-01,,tensileStrengthXY,est 83.1-101 pl 81.2-104 screen 81.2-104,"envelope 35-100 fails >= 103 (worst margin x1.03, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 83.1 to 101 MPa (plausibly 81.2 to 104); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M055,PA66,Not published,,density,est 1060-1140 pl 1050-1160 screen 1050-1160,"envelope 1120-1170 fails <= 1050 (worst margin x1.07, 15 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1060 to 1140 kg/m³ (plausibly 1050 to 1160); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M055,PA66,Not published,,tensileStrengthXY,est 43.5-70.7 pl 40.6-75.8 screen 37.4-75.9,"envelope 40-95 fails <= 39.2 (worst margin x1.02, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 43.5 to 70.7 MPa would fail, but the family model alone (37.4 to 75.9 MPa) could meet it, and this estimate class is not certified to s"
D1-explore-kept-envelope-fails,screening,low,M055,PA66,Not published,,hdt045,est 111-157 pl 77.4-191 screen 58.4-191,"envelope 65-240 fails <= 58.8 (worst margin x1.11, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 111 to 157 °C would fail, but the family model alone (58.4 to 191 °C) could meet it, and this estimate class is not certified to screen"
D1-explore-kept-envelope-fails,screening,low,M056,PA66-CF,Not published,,density,est 1070-1160 pl 1050-1190 screen 1050-1190,"envelope 1140-1350 fails <= 1050 (worst margin x1.09, 20 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1070 to 1160 kg/m³ (plausibly 1050 to 1190); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M056,PA66-CF,Not published,,hdt045,est 217-258 pl 176-264 screen 176-264,"envelope 170-255 fails >= 260 (worst margin x1.02, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 217 to 258 °C (plausibly 176 to 264); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M058,PA612,Not published,,density,est 1020-1090 pl 1000-1100 screen 1000-1100,"envelope 1040-1080 fails >= 1100 (worst margin x1.02, 4 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1020 to 1090 kg/m³ (plausibly 1000 to 1100); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M058,PA612,Not published,,density,est 1020-1090 pl 1000-1100 screen 1000-1100,"envelope 1040-1080 fails <= 1000 (worst margin x1.04, 8 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1020 to 1090 kg/m³ (plausibly 1000 to 1100); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M058,PA612,Not published,,tensileModulusXY,est 1.41-2.5 pl 1.27-2.78 screen 1.27-2.78,"envelope 1.1-2.6 fails >= 2.75 (worst margin x1.06, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.41 to 2.5 GPa (plausibly 1.27 to 2.78); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M058,PA612,Not published,,tensileStrengthXY,est 44.4-68.6 pl 41.7-73 screen 41.7-77.5,"envelope 35-72 fails >= 76.5 (worst margin x1.06, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 44.4 to 68.6 MPa would fail, but the family model alone (41.7 to 77.5 MPa) could meet it, and this estimate class is not certified to s"
D1-explore-kept-envelope-fails,screening,low,M059,PA612-CF,G059-01,V001052,density,1030,"envelope 1040-1260 fails <= 1030 (worst margin x1.01, 2 thresholds)",,,known; status PASS; Published 1030 kg/m³
D1-explore-kept-envelope-fails,screening,low,M060,PA612-GF,Not published,,density,est 1090-1190 pl 1060-1220 screen 1060-1220,"envelope 1100-1380 fails <= 1060 (worst margin x1.04, 8 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1090 to 1190 kg/m³ (plausibly 1060 to 1220); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M060,PA612-GF,Not published,,hdt045,est 172-209 pl 139-219 screen 139-219,"envelope 130-212 fails >= 216 (worst margin x1.02, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 172 to 209 °C (plausibly 139 to 219); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M066,PET,G066-01,,tensileModulusXY,est 1.5-2.95 pl 1.32-3.36 screen 1.32-3.36,"envelope 1.6-3.6 fails <= 1.32 (worst margin x1.21, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.5 to 2.95 GPa (plausibly 1.32 to 3.36); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M066,PET,G066-01,,hdt045,est 64.1-72 pl 57.1-75.2 screen 57.1-75.2,"envelope 63-90 fails <= 58.8 (worst margin x1.07, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 64.1 to 72 °C (plausibly 57.1 to 75.2); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M073,PPS-CF,G073-01,V001353,density,1260,"envelope 1290-1520 fails <= 1260 (worst margin x1.02, 8 thresholds)",,,known; status PASS; Published 1260 kg/m³
D1-explore-kept-envelope-fails,screening,low,M074,PPS-GF,G074-01,V001374,density,1360,"envelope 1380-1750 fails <= 1370 (worst margin x1.01, 3 thresholds)",,,known; status PASS; Published 1360 kg/m³
D1-explore-kept-envelope-fails,screening,low,M076,BVOH,G076-01,,tensileModulusXY,est 1.44-3.6 pl 1.21-4.28 screen 1.21-4.28,"envelope 1-4 fails >= 4.2 (worst margin x1.05, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.44 to 3.6 GPa (plausibly 1.21 to 4.28); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M076,BVOH,G076-01,,hdt045,est 70.2-81.8 pl 59.5-85.8 screen 59.5-85.8,"envelope 45-80 fails >= 85 (worst margin x1.06, 6 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 70.2 to 81.8 °C (plausibly 59.5 to 85.8); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M081,HIPS,G081-01,,tensileStrengthXY,est 40.6-49.4 pl 39.6-50.9 screen 39.6-50.9,"envelope 14-42 fails >= 50 (worst margin x1.19, 9 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 40.6 to 49.4 MPa (plausibly 39.6 to 50.9); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M083,PP-CF,G083-01,,tensileStrengthXY,est 78.9-94.6 pl 77-97.3 screen 77-97.3,"envelope 20-75 fails >= 96.9 (worst margin x1.29, 17 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 78.9 to 94.6 MPa (plausibly 77 to 97.3); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M084,PP-GF,G084-01,,tensileStrengthXY,est 65.7-78.8 pl 64.2-81 screen 64.2-81,"envelope 20-75 fails >= 80 (worst margin x1.07, 4 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 65.7 to 78.8 MPa (plausibly 64.2 to 81); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M086,OBC,G086-01,,tensileStrengthXY,est 13.6-29.8 pl 12.2-33.3 screen 12.2-33.3,"envelope 2-25 fails >= 30 (worst margin x1.2, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 13.6 to 29.8 MPa (plausibly 12.2 to 33.3); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M088,PCTG,G088-01,,tensileStrengthXY,est 46-56.9 pl 44.8-58.9 screen 44.8-58.9,"envelope 28-58 fails >= 58.8 (worst margin x1.01, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 46 to 56.9 MPa (plausibly 44.8 to 58.9); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M089,CPE,G089-01,,tensileModulusXY,est 1.2-2.61 pl 1.04-3.02 screen 1.04-3.02,"envelope 1.1-2.8 fails >= 3 (worst margin x1.07, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.2 to 2.61 GPa (plausibly 1.04 to 3.02); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M089,CPE,G089-01,,tensileModulusXY,est 1.2-2.61 pl 1.04-3.02 screen 1.04-3.02,"envelope 1.1-2.8 fails <= 1.08 (worst margin x1.02, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.2 to 2.61 GPa (plausibly 1.04 to 3.02); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,V001676,density,1160,"envelope 1170-1400 fails <= 1160 (worst margin x1.01, 2 thresholds)",,,known; status PASS; Published 1160 kg/m³ (unknown)
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,,tensileModulusXY,est 1.95-4.17 pl 1.69-4.82 screen 1.69-4.82,"envelope 1.8-9 fails <= 1.76 (worst margin x1.02, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.95 to 4.17 GPa (plausibly 1.69 to 4.82); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,,elongationXY,est 4.52-21.9 pl 3.44-28.7 screen 3.44-28.7,"envelope 0.8-25 fails >= 25.5 (worst margin x1.02, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 4.52 to 21.9 % (plausibly 3.44 to 28.7); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,,hdt045,est 62.3-91.2 pl 48.7-106 screen 46.3-112,"envelope 62-110 fails >= 110 (worst margin x1, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 62.3 to 91.2 °C would fail, but the family model alone (46.3 to 112 °C) could meet it, and this estimate class is not certified to scre"
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,,hdt045,est 62.3-91.2 pl 48.7-106 screen 46.3-112,"envelope 62-110 fails <= 48 (worst margin x1.29, 9 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 62.3 to 91.2 °C would fail, but the family model alone (46.3 to 112 °C) could meet it, and this estimate class is not certified to scre"
D1-explore-kept-envelope-fails,screening,low,M091,CoPE,G091-02,,hdt045,est 54.7-68.6 pl 46.4-74 screen 46.4-74,"envelope 60-105 fails <= 48 (worst margin x1.25, 6 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 54.7 to 68.6 °C (plausibly 46.4 to 74); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M092,nGen / Amphora,G092-01,,density,est 1150-1240 pl 1130-1270 screen 1120-1440,"envelope 1150-1330 fails >= 1440 (worst margin x1.08, 18 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1150 to 1240 kg/m³ would fail, but the family model alone (1120 to 1440 kg/m³) could meet it, and this estimate class is not certified "
D1-explore-kept-envelope-fails,screening,low,M092,nGen / Amphora,G092-01,,density,est 1150-1240 pl 1130-1270 screen 1120-1440,"envelope 1150-1330 fails <= 1120 (worst margin x1.03, 8 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1150 to 1240 kg/m³ would fail, but the family model alone (1120 to 1440 kg/m³) could meet it, and this estimate class is not certified "
D1-explore-kept-envelope-fails,screening,low,M092,nGen / Amphora,G092-01,,hdt045,est 59.2-77.3 pl 49-91.2 screen 49-91.2,"envelope 60-105 fails <= 49 (worst margin x1.22, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 59.2 to 77.3 °C (plausibly 49 to 91.2); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M094,PC-ABS,G094-01,,tensileStrengthXY,est 59.8-72.4 pl 58.3-74.4 screen 58.3-74.4,"envelope 28-65 fails >= 74.3 (worst margin x1.14, 8 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 59.8 to 72.4 MPa (plausibly 58.3 to 74.4); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M096,PVDF,G096-01,,tensileStrengthXY,est 51.9-64 pl 50.7-66 screen 50.7-66,"envelope 20-58 fails >= 65 (worst margin x1.12, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 51.9 to 64 MPa (plausibly 50.7 to 66); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M103,PP Lightweight,G103-01,,tensileStrengthXY,est 38.7-48.1 pl 37.7-49.8 screen 37.7-49.8,"envelope 7.2-44 fails >= 49 (worst margin x1.11, 6 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 38.7 to 48.1 MPa (plausibly 37.7 to 49.8); possible, but never enough to pass"
D2-strict-pass-envelope-fails,screening,medium,M021,PETG Basic,G021-01,V000431,tensileModulusXY,2.78,"envelope 1.1-2.6 fails >= 2.75 (worst margin x1.06, 3 thresholds)",,,"known; status PASS; Published 2.78 ± 0.065 GPa (XY); close to the limit: the threshold lies within the published spread, so some parts may fall below it"
D2-strict-pass-envelope-fails,screening,medium,M029,ABS-CF,G029-01,V000594,hdt045,76,"envelope 82-118 fails <= 76.4 (worst margin x1.07, 8 thresholds)",,,known; status PASS; Published 76 °C
D2-strict-pass-envelope-fails,screening,medium,M033,ASA-CF,G033-01,V000653,density,1020,"envelope 1040-1250 fails <= 1020 (worst margin x1.02, 4 thresholds)",,,known; status PASS; Published 1020 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M038,PC-GF,G038-02,V001829,density,1176,"envelope 1240-1500 fails <= 1180 (worst margin x1.05, 12 thresholds)",,,known; status PASS; Published 1176 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M038,PC-GF,G038-02,V001835,tensileStrengthXY,36.1,"envelope 40-110 fails <= 39.2 (worst margin x1.02, 1 thresholds)",,,known; status PASS; Published 36.1 MPa (XY)
D2-strict-pass-envelope-fails,screening,medium,M050,PA6-CF,G050-01,V000922,density,1090,"envelope 1120-1330 fails <= 1090 (worst margin x1.03, 7 thresholds)",,,known; status PASS; Published 1090 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M051,PA6-GF,G051-01,V000943,density,1140,"envelope 1160-1450 fails <= 1140 (worst margin x1.02, 6 thresholds)",,,known; status PASS; Published 1140 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M059,PA612-CF,G059-01,V001052,density,1030,"envelope 1040-1260 fails <= 1030 (worst margin x1.01, 2 thresholds)",,,known; status PASS; Published 1030 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M067,PET-CF,G067-01,V001270,hdt045,205,"envelope 65-100 fails >= 194 (worst margin x1.94, 42 thresholds)",,,known; status PASS; Published 205 °C
D2-strict-pass-envelope-fails,screening,medium,M073,PPS-CF,G073-01,V001353,density,1260,"envelope 1290-1520 fails <= 1260 (worst margin x1.02, 8 thresholds)",,,known; status PASS; Published 1260 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M073,PPS-CF,G073-01,V001359,hdt045,264,"envelope 90-140 fails >= 260 (worst margin x1.86, 27 thresholds)",,,known; status PASS; Published 264 °C
D2-strict-pass-envelope-fails,screening,medium,M074,PPS-GF,G074-01,V001374,density,1360,"envelope 1380-1750 fails <= 1370 (worst margin x1.01, 3 thresholds)",,,known; status PASS; Published 1360 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M074,PPS-GF,G074-01,V001378,hdt045,241,"envelope 90-140 fails >= 240 (worst margin x1.71, 23 thresholds)",,,known; status PASS; Published 241 °C
D2-strict-pass-envelope-fails,screening,medium,M090,CPE-CF,G090-01,V001676,density,1160,"envelope 1170-1400 fails <= 1160 (worst margin x1.01, 2 thresholds)",,,known; status PASS; Published 1160 kg/m³ (unknown)
D3-removed-though-envelope-passes,screening,high,M083,PP-CF,G083-01,,tensileStrengthXY,est 78.9-94.6 pl 77-97.3 screen 77-97.3,"envelope 20-75 meets <= 76.5 (margin x1.02, 2 thresholds)",,,"estimate screened; status UNKNOWN; Not published. Estimated 78.9 to 94.6 MPa (plausibly 77 to 97.3), which cannot meet this requirement. Screened out; not measured"
D3-removed-though-envelope-passes,screening,medium,M019,PLA-GF,G019-01,V000350,hdt045,75.5,"envelope 50-75 meets <= 75 (margin x1, 1 thresholds)",,,known; status FAIL; Published 75.5 °C
D3-removed-though-envelope-passes,screening,medium,M021,PETG Basic,G021-01,V000431,tensileModulusXY,2.78,"envelope 1.1-2.6 meets <= 2.75 (margin x1.06, 4 thresholds)",,,"known; status FAIL; Published 2.78 ± 0.065 GPa (XY); close to the limit: the threshold lies within the published spread, so some parts may meet it"
D3-removed-though-envelope-passes,screening,medium,M029,ABS-CF,G029-01,V000594,hdt045,76,"envelope 82-118 meets >= 76.4 (margin x1.07, 9 thresholds)",,,known; status FAIL; Published 76 °C
D3-removed-though-envelope-passes,screening,medium,M033,ASA-CF,G033-01,V000653,density,1020,"envelope 1040-1250 meets >= 1030 (margin x1.01, 4 thresholds)",,,known; status FAIL; Published 1020 kg/m³
D3-removed-though-envelope-passes,screening,medium,M038,PC-GF,G038-02,V001829,density,1176,"envelope 1240-1500 meets >= 1180 (margin x1.05, 12 thresholds)",,,known; status FAIL; Published 1176 kg/m³
D3-removed-though-envelope-passes,screening,medium,M038,PC-GF,G038-02,V001835,tensileStrengthXY,36.1,"envelope 40-110 meets >= 39.2 (margin x1.02, 2 thresholds)",,,known; status FAIL; Published 36.1 MPa (XY)
D3-removed-though-envelope-passes,screening,medium,M050,PA6-CF,G050-01,V000922,density,1090,"envelope 1120-1330 meets >= 1100 (margin x1.02, 7 thresholds)",,,known; status FAIL; Published 1090 kg/m³
D3-removed-though-envelope-passes,screening,medium,M051,PA6-GF,G051-01,V000943,density,1140,"envelope 1160-1450 meets >= 1140 (margin x1.02, 6 thresholds)",,,known; status FAIL; Published 1140 kg/m³
D3-removed-though-envelope-passes,screening,medium,M059,PA612-CF,G059-01,V001052,density,1030,"envelope 1040-1260 meets >= 1040 (margin x1, 2 thresholds)",,,known; status FAIL; Published 1030 kg/m³
D3-removed-though-envelope-passes,screening,medium,M067,PET-CF,G067-01,V001270,hdt045,205,"envelope 65-100 meets <= 194 (margin x1.94, 43 thresholds)",,,known; status FAIL; Published 205 °C
D3-removed-though-envelope-passes,screening,medium,M073,PPS-CF,G073-01,V001353,density,1260,"envelope 1290-1520 meets >= 1260 (margin x1.02, 8 thresholds)",,,known; status FAIL; Published 1260 kg/m³
D3-removed-though-envelope-passes,screening,medium,M073,PPS-CF,G073-01,V001359,hdt045,264,"envelope 90-140 meets <= 260 (margin x1.86, 28 thresholds)",,,known; status FAIL; Published 264 °C
D3-removed-though-envelope-passes,screening,medium,M074,PPS-GF,G074-01,V001374,density,1360,"envelope 1380-1750 meets >= 1370 (margin x1.01, 4 thresholds)",,,known; status FAIL; Published 1360 kg/m³
D3-removed-though-envelope-passes,screening,medium,M074,PPS-GF,G074-01,V001378,hdt045,241,"envelope 90-140 meets <= 240 (margin x1.71, 24 thresholds)",,,known; status FAIL; Published 241 °C
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,tensileModulusXY,none,"envelope 0.5-4.5 meets >= 0.00196 (margin x255, 24 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,tensileModulusXY,none,"envelope 0.5-4.5 meets <= 22.4 (margin x4.99, 30 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
